image_id,original_path,source_dataset,original_label,normalized_label,encoded_label,sha256,phash,flagged
img_002577,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3246536-0004.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,de825bfe9a3701b97739537988b7e315d286fa9f6bc3ab87f4a79737f07d1d3b,d42f051a834bf9cb,False
img_004660,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-1985177-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,ced930a58051f4a709b69ec8356783bab88553d72213bd5a24577a88df7c4268,d066c61ac06db5cf,False
img_004913,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-3745681-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,a30acc2119e9ade974fd2f6ecfede74b6e481d83f27d7d9cb7a847b8452654ac,c06f5f5b49090d4f,False
img_002056,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1251753-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,489623cc054e8c5f33a5aa44577fa1edb257514e6a0421000308089925c45e45,c07fa71a0b451f4d,False
img_001137,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-4418958-0002.jpeg,dataset_1,NORMAL,NORMAL,0,8758651addceaba6c42d4229de83d4049e52816783b66c8a86d45dc5ea1d52aa,812fc33ae8796969,False
img_000807,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2333546-0003.jpeg,dataset_1,NORMAL,NORMAL,0,7b8ebee761e7fe14998ac85107d06459cad5f5f47d28c2770193478d313be604,913fa63a951d1d85,False
img_005649,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-8550080-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,6d92d22cf3d4c47c9e9a34c420d15283c14ff6223d7b7ecbab4ff11d74f0544b,90a1c71fd64bbc4a,False
img_002709,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3690865-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,cc6af1afdce834e255008d317c6d48c6e9fdfdff729abd6cc4f0dadfb9557467,d12ffa4a54495d58,False
img_004413,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9566232-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,c4b006c2c2728cfac9c658249b47dabbf2d7ea1173b7d665be401d53a3f9063a,857ab64b8a1c4d97,False
img_002897,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4343805-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f36c19cc40ef33591a72f8c3a75e8ae6711d010679fef6877659eacaf640f4d5,d4284f1d454de8cf,False
img_003611,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6680087-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,ae95648d5d27116e0d1507c0ae39df64f91672311765c6c78c0602c7384b57c7,947ce53ac30b1bc3,False
img_004495,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-992913-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,8c33104de9ac226900f5dadf21524b54f1baab62fd51fcf2a641bcfe3c78c5c0,957adc18947c70e6,False
img_005786,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-9497066-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,a51431d10108886b807961c4e956f4b2e076543ad90dc14ebca9bdb9a85e50f6,9125e21ede4a9c67,False
img_000841,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2504415-0002.jpeg,dataset_1,NORMAL,NORMAL,0,4450a6a2047931ac116b7d985f648c230ba17c4ac886dad2e62b7f5e5a49992a,817d871aa96d38e5,False
img_001562,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7233940-0002.jpeg,dataset_1,NORMAL,NORMAL,0,cc9378717df07f6f1d2c513422701bd196601ca54fb8d8ccd439d1a457252051,d13dc21ad87938d9,False
img_000891,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2768393-0005.jpeg,dataset_1,NORMAL,NORMAL,0,a6d03bf936f9ccf9a86209a063812cd06fe09aa5043c5b0464ed943229b79591,917e8f3a1d1d1c45,False
img_003661,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6886752-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,144aea8c863f0e22024364cd4bba942922d82a9a156d56d2c5e0c40007725cf6,947d6a2bc30ecc4e,False
img_002777,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3893778-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,d68f34b26788211c2c15eb3a58a30418779b9c05e0ad09a5fc9b00e959480597,d17ee71a811b39a4,False
img_002491,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2949827-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,26582bcbef6ed052a6e8601d380eac26ef324d0488510357765900313046070f,9539f317f2033e42,False
img_003941,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8003372-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,1ef7578e60455a17ef8f4185f4dc4e91d7ce9d1b3d8cab560253ef28cd521d46,986be71ac12df03c,False
img_001396,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6227100-0001.jpeg,dataset_1,NORMAL,NORMAL,0,42ce098da1684a2aca19d670d22fa75529f6f6690c076307f6caaa1d7141ad1a,802ac71ade493df9,False
img_001350,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5887026-0001.jpeg,dataset_1,NORMAL,NORMAL,0,5ed7e54576f7e8d0b6708f9217916bcd4491825431cc689555ab5586318bc7d2,c56f0f094d4d4ac7,False
img_000268,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-2131702-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,6a4500423ffa0fb8a6ca247f743c13e32ec06ef948add8761aee2ce4a83442c3,c82fe70f4d445d94,False
img_000580,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\VIRUS-6840343-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,893abc1afd7ea6be16eb26425aec0d7aef6f32ea1c53712371924305772d2019,946cc71a994f3d86,False
img_004202,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8738712-0009.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,827e3a80f91205bf35b3635b0b06f1af7a92b4658f33c8a156486297630592ae,d03d79e1078e4ee8,False
img_001344,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5840376-0001.jpeg,dataset_1,NORMAL,NORMAL,0,3256c233f4476c8eadc1634ef3d7a4d461749100050ef5f6b89381b99589e929,9128ce18d94f1fc7,False
img_001758,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-8626902-0001.jpeg,dataset_1,NORMAL,NORMAL,0,a69ea98800a8e1cc727bab633e10468fe880145804f0abeb26214b5500426c8b,d474871f8b2d68c6,False
img_000142,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-6137647-0001.jpeg,dataset_1,NORMAL,NORMAL,0,78fa246893459dafa780ffe14979af4fc8544eb187fe2849208d06a07874b6fe,917e061b075f194f,False
img_004442,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9624424-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,d4e6710517b8a74ebf1b9b355cfc4e1cf759a40a09a5bcefb75eb2ab148634f6,c13ec65b54492dd3,False
img_002278,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-213622-0007.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,5f327ea85d66d17d5e71daabf5ecd95b0e76c5e6da53c138ee17ed4b6993a41c,903bd25a5c5a1d5d,False
img_002852,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4213815-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,e5e736a1ed29a47f431b25b3c94f500bd19f3e34a1dc05855cedaa24ec399a28,9561623fe23ab949,False
img_002875,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4313165-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,13f5bc466f7b65853f189c9a2bc26472bb4b0806c470dce3e9736731ba095754,d4746566a45ab54b,False
img_001494,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6960239-0002.jpeg,dataset_1,NORMAL,NORMAL,0,e96fadb9ef15666a1139bfe8fbf6fcaac3a209da5cb17fbc9bdd3ed3203abcf0,9828c75e5f591d4c,False
img_003663,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6887146-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,2c5658ec1f75b8773da04af82b747180d6678e238a2b0b8c8fc98f05d7be3407,9562e73ea52d6984,False
img_002064,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1316845-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,43e421da095c8775a0c50333f99520be135bc2cd2f24fad3bf24d82ca6f12fe2,9159e77aa54ea194,False
img_005180,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5423296-0003.jpeg,dataset_1,PNEUMONIA,VIRAL,2,02e8b6a10afa43558a3b97dbeabdcc488bb411849c15ee5a6d4747cc31596f92,d06fce1e194d1ccc,False
img_003922,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7927059-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,29db703a4235a992282b0b66ddefdbb670cb71eb0ea09bd79a8afd2890f45843,d52ae21b97591c5a,False
img_001577,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7323530-0001.jpeg,dataset_1,NORMAL,NORMAL,0,67db748595127f81a14a2fb6d0f15ef78cc79717f679fe6a3da6e6b48ce1dc80,917e8f1a0d185cd7,False
img_000756,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2010074-0002.jpeg,dataset_1,NORMAL,NORMAL,0,32ea979c387d1ce5a42e9656ad2f829559739f8d33077a14942b4bc0e50f7ce5,d43ec71f2d0d2c2c,False
img_002676,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3581194-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,e8e5c119b7bc9b83d1d5d68561efe520e0cb802ca573c6d39ff2c9c2dc48e828,90abf71504435f57,False
img_003727,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7218018-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b315546fcb1f0a5679ee73641809004c1045624c4332b4067d47a3e7fd40ee52,dc6d631ec338652c,False
img_000733,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-1862776-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b10885093a602720697476ba05cffe36f52bcf6b7fe891118bfae1254a9769a3,d01fc61fbcc12c96,False
img_004838,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-3294243-0004.jpeg,dataset_1,PNEUMONIA,VIRAL,2,197686c4e6eb50554436b60fb3a6e43af928d156c240e98acf797efd101369d2,99a1eb3cc73cc00f,False
img_004465,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9814452-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,a2fa4ad9abd33642a002b3af917b169696975f33a2fd9eccfe83bb17b95b7077,853ff25a960b1cd2,False
img_000457,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-9242636-0006.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,d1a02657dcd792aa30ba5aaaccab6f59d73700b4efeaa4584f74fe61fa1fda6c,903be71fd60e304b,False
img_001459,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6731317-0001.jpeg,dataset_1,NORMAL,NORMAL,0,d901845a7e5141c024273f1a11d6fb38c0bbaa1a627418c468f32c12f4f3e015,913de71aab4839cc,False
img_003445,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6131865-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,752c2db70ef15b55464c0a65b070deac5610f5bae66331a3f78f7fb4aca28fd0,d12fe25edc411d49,False
img_004206,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8748267-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,919a7e66c332743a24e0b997684b08349943b7d6ee4bbc57a12e235d7224ed81,9172e61aee9a2c96,False
img_002576,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3246536-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,bf26abf90b670495f285544ba2c60e2abc4f66525ea8f30e632f97606169eef9,c0afc30f8a2b3e2e,False
img_004636,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-1801584-0004.jpeg,dataset_1,PNEUMONIA,VIRAL,2,284e5d2e98d5125ce4abd97554e141f2cc1e51d034388bc47ce03d9d490034e6,d02b4e1a190b3faf,False
img_002029,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1116080-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f7e78725fdfe59cc5e34e9d5160ec378f11a292531411179222cd32aa7faf56f,d12bf7541c42715e,False
img_005820,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-9682067-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,54b4f7c0973fc56f749564337462b2da894c0743a3704d74f5a6837284de909d,9920c21bc74f6ee5,False
img_000388,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-6833685-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,95afb6e8110dae09b4e01febb478900f445e6d3b767f375856be7fb6f5d12ce2,d13fe65a124b1d1c,False
img_000651,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-1170804-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b5048bbac9e231d2ef4aaad2a092c664bab2b045ae3bfc7857483517f053a780,996fc71a491d384d,False
img_000111,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-5349917-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b5fd770de54374f89dc1461730e447eaeab6ef83228d7b4646e69dd0e8ced9c3,d43d230f2f2d3ec0,False
img_003316,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-5626093-0006.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b75a5ca28cc160bd6a6da57272028e5334d51e5bdabc1a0a10bf327c4cb479f0,d03feb5e56431c14,False
img_000640,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-1070073-0001.jpeg,dataset_1,NORMAL,NORMAL,0,f9c73787bb2dd73f0f99424ee07b787015df94921ade5d3e5a8b7830543ff6df,903dc71e99dd3894,False
img_000052,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-2959018-0001.jpeg,dataset_1,NORMAL,NORMAL,0,484cd3b55a30b7ca9d8430c5fb327ccd0c04dc05b734f43f66489f3843ad314a,81b7c21bbccc3cf0,False
img_002584,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3273014-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,df1fe6380859c654dea78b6129df1b47b7982ec86113a51abdd53b3da28b048e,94af431c151b3c5f,False
img_001632,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-770087-0001.jpeg,dataset_1,NORMAL,NORMAL,0,a2dbe1e02e65d6203e6fa2752a7c5f168a8d0024908ce9eba990154acae0fbb6,816fe77acc4529c4,False
img_001360,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5943572-0001.jpeg,dataset_1,NORMAL,NORMAL,0,16cd0fe6eec6d4b26037e83bb5e1d774a2d7d39f9b0f6ee5631619960dd0e018,d46fc30fe56460c6,False
img_002275,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-213622-0004.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b668222f475a45b07ac1367cdeae9b130dee6dbbc7ad592436f475e8636b6f1d,d42f021b574f445f,False
img_005121,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5132924-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,4f5f2c3cfcae7ae00e3651960cd715dc4d2337ac4485eae696d2f431f20bf80f,912e061e1f7bd552,False
img_002338,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2358368-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7fc0642f49d15ff7d3a5d293922f6dcfed9509e48f67d7e36b12cf861245a900,9f7fe21cc45a1443,False
img_005334,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-6394993-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,2f82d8fe57c168c9377119b3da0809959bd2d16264687665a71ddacf18dd4160,905eaaa72bc5075d,False
img_001512,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7033377-0001.jpeg,dataset_1,NORMAL,NORMAL,0,0f20d47d3c1f723b805c94d13b6a59a9e65cd4333c7e451730c21594de8c0fe4,9074865bab9d6995,False
img_005326,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-6376704-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,f2b6b600cec8b21c11af81611a76f5720d3d9b771dc6e4815eefa9e9a370f5f1,d1fea61345557885,False
img_000680,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-1465577-0001.jpeg,dataset_1,NORMAL,NORMAL,0,6d36f70d4180eebc53e3776b1eff30f3cdff3b14e2b38ff1f34367de00e7decd,816dc63aea8f78b0,False
img_000264,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-2034017-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,59e4e97f7aa8247cb30db9b2d420f041a54f551db0f9a7729adf3ca5ee595428,d43d431f9a4b3c64,False
img_002026,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1086099-0006.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,2680f0fa2b5f3fc0c9c7624aea952c5d42d354c05e538a77c0292d5395966c19,d52ee21e925a9f42,False
img_001415,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6369415-0002.jpeg,dataset_1,NORMAL,NORMAL,0,d7c13671b8adc4dd599d0d70a8ed9cca6137801810bb202d44cc6784b4416e4b,c12bc65edc692dc1,False
img_005162,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5334028-0003.jpeg,dataset_1,PNEUMONIA,VIRAL,2,96fbd6ca917564607cbdeeac13197bc01953c7890e0d3be3c882568c32768176,913fde5ed4403469,False
img_001247,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5264964-0001.jpeg,dataset_1,NORMAL,NORMAL,0,ca0e162130ce94cf9ee60717e14b0e54751a4355dbc92de400a2b2b92a61b3e5,946fe33a0f4b1d44,False
img_002239,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1984461-0007.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b10f0017cdaae737bfb3c5e7bd33930cb3e6d61e5f75407c0e863cc4baa2a071,d56ca41ac31b9b4b,False
img_000304,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-4006043-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,1095da09d8f8846bcf17b78bbb81986c814e471c2db600e76a487b0a8d54221e,ca28750f4a6ffa0a,False
img_005136,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5186686-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,ef133b78509e53bc7b0dd5bda8adad1f775732288d8a91821e6fc794e708317c,952bc33ec23ab04f,False
img_000271,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-227418-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,5da18cecc59c5283aff466de3ccd6397d2fab5a9619c4b40fcce2ecab1615ac1,902fd71a931f3817,False
img_004071,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8360857-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,e3deed0323461c9e81f615a5c9f785dd046f9b7270751246188481b4212be10a,c02fe70fc2432fe4,False
img_001092,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-4092650-0001.jpeg,dataset_1,NORMAL,NORMAL,0,7793e3b98979d674ba81eae4d7dca54d1578e74e5470dbbb4e6a7382cb28dfa9,916bc67a39696968,False
img_000353,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-5421131-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,603b7db1059ef074156009eb1d6ca099ddb72bc6366f06e904d7f0439e04df63,d02fe33ad4783c68,False
img_003505,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6340005-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,afb4add0af000132295d92fdceacaf62a6232a3b11d8ba8f72ee712d09f91c93,802be63ed65e3ac2,False
img_004237,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8923422-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b4934728477dacf312068f7f577b78e206c773a526f027e26ff4ff5adad8d7c7,812bd6d6de485c59,False
img_003774,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7432256-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,5cca902545b4cde4eb2de27acfc120d977f04ff88761cf6d1bb8a3c66e62593b,9568851e9b1f1a6b,False
